Company,Item,Category,Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Carbs (g),Fiber (g),Sugars (g),Protein (g)
McDonald’s,Vanilla Cappuccino (Small),Drink,200,5,3,0,15,70,34,0,34,5
McDonald’s,Vanilla Cappuccino (Medium),Drink,240,6,3.5,0,20,85,42,0,42,6
McDonald’s,Vanilla Cappuccino (Large),Drink,290,8,4.5,0,25,105,51,0,51,7
McDonald’s,Vanilla Latte (Small),Drink,230,7,4,0,20,90,36,0,36,7
McDonald’s,Vanilla Latte (Medium),Drink,280,8,4.5,0,25,110,44,0,44,8
McDonald’s,Vanilla Latte (Large),Drink,330,9,5,0,30,130,53,0,53,9
McDonald’s,Cappuccino with Sugar Free Vanilla Syrup (Small),Drink,100,5,3,0,15,105,15,0,7,5
McDonald’s,Cappuccino with Sugar Free Vanilla Syrup (Medium),Drink,120,6,3.5,0,20,130,18,0,9,6
McDonald’s,Cappuccino with Sugar Free Vanilla Syrup (Large),Drink,150,8,4.5,0,25,160,22,0,11,8
McDonald’s,Latte with Sugar Free Vanilla Syrup (Small),Drink,130,7,4,0,20,125,17,0,10,7
McDonald’s,Latte with Sugar Free Vanilla Syrup (Medium),Drink,160,8,5,0,25,150,21,0,11,8
McDonald’s,Latte with Sugar Free Vanilla Syrup (Large),Drink,180,10,6,0,30,180,25,0,13,10
McDonald’s,Mocha (Small),Drink,280,11,6,0,20,125,40,0,33,6
McDonald’s,Mocha (Medium),Drink,330,12,7,0,25,150,48,0,41,7
McDonald’s,Mocha (Large),Drink,400,14,8,0.5,30,190,58,0,49,10
McDonald’s,Hot Chocolate (Small),Drink,300,12,7,0,25,135,41,0,35,8
McDonald’s,Hot Chocolate (Medium),Drink,380,15,9,0.5,30,170,53,0,45,10
McDonald’s,Hot Chocolate (Large),Drink,460,18,10,0.5,40,220,63,0,54,13
McDonald’s,Iced Latte (Small),Drink,80,4.5,2.5,0,15,65,6,0,6,4
McDonald’s,Iced Latte (Medium),Drink,100,6,3.5,0,15,80,8,0,8,6
McDonald’s,Iced Latte (Large),Drink,140,8,4.5,0,25,105,10,0,10,7
McDonald’s,Iced Caramel Latte (Small),Drink,160,3,1.5,0,10,100,29,0,29,3
McDonald’s,Iced Caramel Latte (Medium),Drink,180,4.5,2.5,0,15,120,31,0,31,4
McDonald’s,Iced Caramel Latte (Large),Drink,230,6,3.5,0,15,150,40,0,40,6
McDonald’s,Iced Hazelnut Latte (Small),Drink,160,3,1.5,0,10,45,31,0,31,3
McDonald’s,Iced Hazelnut Latte (Medium),Drink,180,4.5,2.5,0,15,65,33,0,33,4
McDonald’s,Iced Hazelnut Latte (Large),Drink,230,6,3.5,0,15,85,41,0,41,6
McDonald’s,Iced Vanilla Latte (Small),Drink,160,3,1.5,0,10,45,31,0,31,3
McDonald’s,Iced Vanilla Latte (Medium),Drink,190,4.5,2.5,0,15,70,33,0,33,5
McDonald’s,Iced Vanilla Latte (Large),Drink,230,6,3.5,0,15,85,41,0,41,6
McDonald’s,Iced Latte with Sugar Free Vanilla Syrup (Small),Drink,60,3,2,0,10,80,12,0,4,3
McDonald’s,Iced Latte with Sugar Free Vanilla Syrup (Medium),Drink,90,5,3,0,15,105,14,0,6,5
McDonald’s,Iced Latte with Sugar Free Vanilla Syrup (Large),Drink,110,6,3.5,0,15,130,19,0,8,6
McDonald’s,Iced Mocha (Medium),Drink,310,13,8,0,25,140,42,0,35,7
McDonald’s,Caramel Mocha (Large),Drink,360,14,8,0.5,35,220,47,0,46,10
McDonald’s,Caramel Mocha (Medium),Drink,290,12,7,0,25,180,39,0,38,8
McDonald’s,Caramel Mocha (Small),Drink,250,11,6,0,25,150,33,0,31,7
McDonald’s,Iced Caramel Mocha (Large),Drink,380,16,9,0.5,35,210,48,0,46,10
McDonald’s,Iced Caramel Mocha (Medium),Drink,300,14,8,0,30,160,36,0,33,8
McDonald’s,Iced Caramel Mocha (Small),Drink,240,12,7,0,25,130,29,0,26,6
McDonald’s,Frappe Caramel (Small),Drink,450,20,13,1,55,135,61,0,57,6
McDonald’s,Frappe Caramel (Medium),Drink,550,24,15,1,70,160,76,0,71,8
McDonald’s,Frappe Caramel (Large),Drink,680,29,18,1.5,85,200,94,0,88,10
McDonald’s,Frappe Mocha (Small),Drink,450,20,13,1,55,130,62,1,56,7
McDonald’s,Frappe Mocha (Medium),Drink,560,24,15,1,65,160,78,1,70,8
McDonald’s,Frappe Mocha (Large),Drink,680,28,18,1,80,200,96,1,87,10
McDonald’s,Strawberry Banana Smoothie (Large),Drink,330,1,0.5,0,5,55,77,4,70,3
McDonald’s,Strawberry Banana Smoothie (Medium),Drink,260,1,0,0,5,40,60,3,54,2
McDonald’s,Strawberry Banana Smoothie (Small),Drink,210,0.5,0,0,5,35,49,2,44,2
McDonald’s,Wild Berry Smoothie (Large),Drink,320,1,0.5,0,5,45,75,4,69,3
McDonald’s,Wild Berry Smoothie (Medium),Drink,260,1,0,0,5,35,60,4,55,3
McDonald’s,Wild Berry Smoothie (Small),Drink,210,0.5,0,0,5,30,48,3,44,2
Burger King,Whopper Sandwich,Sandwich,660,40,12,1.5,90,980,49,2,11,28
Burger King,Whopper Sandwich with Cheese,Sandwich,740,46,16,2,115,1340,50,2,11,32
Burger King,Bacon & Cheese Whopper Sandwich,Sandwich,790,51,17,2,125,1560,50,2,11,35
Burger King,Double Whopper Sandwich,Sandwich,900,58,20,3,175,1050,49,2,11,48
Burger King,Double Whopper Sandwich with Cheese,Sandwich,980,64,24,3,195,1410,50,2,11,52
Burger King,Triple Whopper Sandwich,Sandwich,1130,75,28,4,255,1120,49,2,11,67
Burger King,Triple Whopper Sandwich with Cheese,Sandwich,1220,82,32,4.5,280,1470,50,2,11,71
Burger King,Whopper JR. Sandwich,Sandwich,310,18,5,0.5,40,390,27,1,7,13
Burger King,Bacon King Sandwich,Sandwich,1150,79,31,3.5,240,2150,49,2,10,61
Burger King,Cheddar Bacon King Sandwich,Sandwich,1190,84,33,3.5,235,1930,50,2,11,64
Burger King,Single Quarter Pound King Sandwich,Sandwich,580,29,13,1.5,105,1310,49,2,10,32
Burger King,Double Quarter Pound King Sandwich,Sandwich,900,54,25,3,210,1740,50,2,11,56
Burger King,Single Stacker King,Sandwich,700,42,16,2,125,1360,48,1,10,35
Burger King,Double Stacker King,Sandwich,1050,68,28,3.5,235,1870,49,1,11,61
Burger King,IMPOSSIBLE Whopper Sandwich,Sandwich,630,34,11,0,10,1080,58,4,12,25
Burger King,Hamburger,Sandwich,240,10,3.5,0.5,35,380,26,1,6,13
Burger King,Cheeseburger,Sandwich,280,13,6,0.5,45,560,27,1,7,15
Burger King,Double Hamburger,Sandwich,350,18,7,1,70,410,26,1,6,21
Burger King,Double Cheeseburger,Sandwich,390,21,9,1.5,85,590,27,1,7,23
Burger King,Extra Long Cheeseburger,Sandwich,630,37,14,1.5,100,1050,45,2,9,29
Burger King,Bacon Cheeseburger,Sandwich,320,16,7,0.5,55,710,27,1,7,17
Burger King,Bacon Double Cheeseburger,Sandwich,420,24,10,1.5,90,740,27,1,7,25
Burger King,Crispy Chicken Sandwich,Sandwich,670,41,7,0,60,1080,54,2,8,23
Burger King,Spicy Crispy Chicken Sandwich,Sandwich,700,42,7,0,65,1140,57,3,8,25
Burger King,Original Chicken Sandwich,Sandwich,660,40,7,0,75,1170,48,2,5,28
Burger King,Bacon & Cheese Crispy Chicken Sandwich,Sandwich,800,52,13,1,95,1650,55,2,8,30
Burger King,BBQ Bacon Crispy Chicken Sandwich,Sandwich,790,49,10,0.5,80,1630,60,2,13,28
Burger King,Crispy Chicken Jr.,Sandwich,450,30,5,0,30,780,34,2,5,12
Burger King,Spicy Crispy Chicken Jr.,Sandwich,390,21,3.5,0,30,740,37,2,6,12
Burger King,Chicken Nuggets- 4pc,Extra,170,11,1.5,0,25,310,11,1,0,8
Burger King,Chicken Nuggets- 6pc,Extra,260,16,2.5,0,35,470,16,1,0,12
Burger King,Chicken Nuggets- 10pc,Extra,430,27,4.5,0,55,780,27,2,0,20
Burger King,Chicken Nuggets- 20pc,Extra,860,54,9,0,115,1570,53,3,1,39
Burger King,Spicy Chicken Nuggets- 4pc,Extra,210,15,3,0,20,570,11,2,0,8
Burger King,Spicy Chicken Nuggets- 6pc,Extra,320,22,4.5,0,35,850,17,3,0,12
Burger King,Spicy Chicken Nuggets- 10 pc,Extra,530,37,7,0,55,1420,28,4,1,20
Burger King,Spicy Chicken Nuggets- 20 pc,Extra,1050,74,15,0,110,2840,56,9,1,40
Burger King,Chicken Fries – 9 pc.,Extra,280,17,2.5,0,35,850,20,1,1,13
Burger King,Crispy Taco,Extra,170,9,3,0,10,410,19,2,1,5
Burger King,BIG FISH Sandwich,Sandwich,510,28,4.5,0,30,1180,51,2,7,16
Burger King,Garden Chicken Salad with Crispy Chicken – no dressing,Salad,440,25,7,0,75,930,31,3,4,25
Burger King,Club Salad with Crispy Chicken – no dressing,Salad,540,33,10,0,95,1380,31,3,5,31
Burger King,Garden Side Salad – w/o dressing,Salad,60,4,2.5,0,10,95,3,1,2,4
Burger King,Ken’s Ranch Dressing,Sauces,260,28,4,0,10,240,2,0,2,1
Burger King,Ken’s Golden Italian Dressing,Sauces,160,17,2.5,0,0,380,4,0,3,0
Burger King,Ken’s Lite Honey Balsamic Vinaigrette,Sauces,120,8,1,0,0,220,14,0,11,0
Burger King,Onion Rings – value,Extra,150,8,1.5,0,0,400,19,1,2,1
Burger King,Onion Rings – small,Extra,320,16,3,0,0,840,41,3,4,3
Burger King,Onion Rings – medium,Extra,410,21,3.5,0,0,1080,53,4,5,4
Burger King,Onion Rings – large,Extra,500,25,4.5,0,0,1310,64,5,7,5
Burger King,French Fries – value (unsalted),Extra,220,9,1.5,0,0,210,34,3,1,2
Burger King,French Fries – small,Extra,320,13,2,0,0,300,49,5,1,4
Burger King,French Fries – medium,Extra,380,16,2,0,0,360,58,6,1,4
Burger King,French Fries – large,Extra,430,18,2.5,0,0,410,66,7,2,5
Burger King,Kids Oatmeal,Breakfast,170,3,1.5,0,5,260,32,3,12,4
Burger King,Chicken Nuggets- 4pc,Extra,170,11,1.5,0,25,310,11,1,0,8
Burger King,Chicken Nuggets- 6pc,Extra,260,16,2.5,0,35,470,16,1,0,12
Burger King,Hamburger,Sandwich,240,10,3.5,0.5,35,380,26,1,6,13
Burger King,Cheeseburger,Sandwich,280,13,6,0.5,45,560,27,1,7,15
Burger King,Mott’s Natural Applesauce,Extra,50,0,0,0,0,0,13,1,11,0
Burger King,Fat FREE Milk (8 fl oz),Extra,90,0,0,0,5,125,13,0,12,9
Burger King,1% Low Fat Chocolate Milk (8 fl oz),Extra,160,2.5,1.5,0,15,150,26,0,25,8
Burger King,Capri Sun 100% Apple Juice (6 fl oz),Extra,80,0,0,0,0,25,20,0,20,0
Burger King,PB&J Jamwich,Sandwich,300,16,3,0,0,290,33,4,11,11
Burger King,Soft Serve Cone,Extra,190,4.5,3,0,20,150,32,0,24,5
Burger King,Dutch Apple Pie,Extra,340,14,6,0,0,310,51,1,25,3
Burger King,HERSHEY’S Sundae Pie,Extra,310,19,12,0,10,220,32,1,22,3
Burger King,Pie made with TWIX,Extra,370,20,13,0,10,330,45,1,30,4
Burger King,OREO Cookie Cheesecake,Extra,350,18,8,0,35,310,41,1,25,6
Burger King,Soft Serve Cup,Extra,170,4.5,3,0,20,150,28,0,24,5
Burger King,HERSHEY’s Chocolate Sundae,Extra,260,5,3,0,20,160,49,1,43,5
Burger King,Caramel Sundae,Extra,240,5,3.5,0,20,210,42,0,33,5
Burger King,Chocolate Chip Cookies (each),Extra,160,8,4,0,10,125,24,1,15,2
Burger King,CROISSAN’WICH Egg & Cheese,Breakfast,340,18,8,0,160,610,29,1,4,12
Burger King,"CROISSAN’WICH Sausage, Egg & Cheese",Breakfast,500,33,13,0,195,930,30,1,4,19
Burger King,"CROISSAN’WICH Ham, Egg & Cheese",Breakfast,370,19,8,0,175,1030,30,1,5,17
Burger King,"CROISSAN’WICH Bacon, Egg & Cheese",Breakfast,370,21,9,0,170,760,30,1,4,14
Burger King,Fully Loaded CROISSAN’WICH,Breakfast,610,40,17,0.5,225,1680,31,1,5,28
Burger King,Double CROISSAN’WICH with Sausage & Bacon,Breakfast,580,40,16,0.5,215,1260,31,1,5,23
Burger King,Double CROISSAN’WICH with Sausage,Breakfast,710,52,20,0.5,240,1420,31,1,5,29
Burger King,Double CROISSAN’WICH with Ham & Sausage,Breakfast,580,38,16,0.5,220,1530,31,1,5,27
Burger King,Fully Loaded Biscuit,Breakfast,640,45,20,0,225,2190,31,1,4,28
Burger King,"Ham, Egg, & Cheese Biscuit",Breakfast,400,24,12,0,175,1550,29,1,3,17
Burger King,"Sausage, Egg, & Cheese Biscuit",Breakfast,530,38,17,0,195,1440,29,1,3,19
Burger King,"Bacon, Egg & Cheese Biscuit",Breakfast,400,26,13,0,170,1270,29,1,3,13
Burger King,Sausage Biscuit,Breakfast,420,28,6,0,35,1050,28,1,2,12
Burger King,Breakfast Burrito Jr.,Breakfast,370,23,8,0,150,930,27,3,2,15
Burger King,EGG-NORMOUS BURRITOΡ,Breakfast,780,42,15,0,355,1960,68,3,4,32
Burger King,BK Ultimate Breakfast Platter,Breakfast,930,44,11,0,390,2230,110,4,40,24
Burger King,NY Ultimate Platter (Regional menu item),Breakfast,900,46,12,0,380,1760,95,5,31,25
Burger King,Pancake and Sausage platter,Breakfast,610,31,9,0,80,1010,72,1,30,12
Burger King,Hash Browns – small,Breakfast,250,16,3.5,0,0,580,24,3,0,2
Burger King,Hash Browns – medium,Breakfast,500,33,7,0,0,1140,48,7,0,4
Burger King,Hash Browns – large,Breakfast,670,44,9,0,0,1530,65,9,0,5
Burger King,French Toast Sticks (3 piece),Breakfast,230,11,2,0,0,260,29,1,8,3
Burger King,French Toast Sticks (5 piece),Breakfast,380,18,3,0,0,430,49,2,13,5
Burger King,American Cheese (slice),Extra,40,3.5,2,0,10,180,1,0,0,2
Burger King,Ketchup (Packet),Condiment,10,0,0,0,0,125,3,0,2,0
Burger King,Mayonnaise (Packet),Condiment,80,9,0.5,0,10,75,1,0,0,0
Burger King,Strawberry or Grape Jam (packet),Condiment,30,0,0,0,0,0,7,0,6,0
Burger King,Breakfast Syrup (1 oz),Condiment,120,0,0,0,0,15,30,0,18,0
Burger King,Barbecue Dipping Sauce (1 oz),Sauces,40,0,0,0,0,310,11,0,10,0
Burger King,Ranch Dipping Sauce (1 oz),Sauces,140,15,2.5,0,10,85,1,0,1,1
Burger King,Buffalo Dipping Sauce (1 oz),Sauces,80,8,1.5,0,5,360,2,0,1,0
Burger King,Zesty Onion Ring Dipping Sauce (1 oz),Sauces,150,15,2.5,0,20,240,3,0,0,0
Burger King,Honey Mustard Dipping Sauce (1oz),Sauces,90,6,1,0,10,180,8,0,7,0
Burger King,Fat FREE Milk (8 fl oz),Drink,90,0,0,0,5,125,13,0,12,9
Burger King,1% Low Fat Chocolate Milk (8 fl oz),Drink,160,2.5,1.5,0,15,150,26,0,25,8
Burger King,Smoothie: Strawberry Banana 16 fl oz,Drink,310,1,0,0,0,55,71,3,50,4
Burger King,Oreo Shake,Drink,720,20,12,0.5,65,540,118,1,98,16
Burger King,Chocolate Oreo Shake,Drink,740,22,13,0.5,70,680,121,1,101,17
Burger King,Vanilla Milk Shake,Drink,580,15,10,0,60,420,98,0,85,14
Burger King,HERSHEY’S Chocolate Milk Shake,Drink,610,16,10,0,60,500,103,1,88,14
Burger King,Strawberry Milk Shake,Drink,640,15,10,0,60,440,113,0,99,14
Burger King,Coca Cola classic (16 fl oz),Drink,210,0,0,0,0,50,58,0,58,0
Burger King,Coca Cola classic (20 fl oz),Drink,270,0,0,0,0,60,73,0,73,0
Burger King,Coca Cola classic (29 fl oz),Drink,290,0,0,0,0,85,105,0,105,0
Burger King,Coca Cola classic (38 fl oz),Drink,510,0,0,0,0,115,138,0,138,0
Burger King,Diet Coke (16 fl oz),Drink,0,0,0,0,0,70,0,0,0,0
Burger King,Diet Coke (20 fl oz),Drink,0,0,0,0,0,85,0,0,0,0
Burger King,Diet Coke (29 fl oz),Drink,0,0,0,0,0,120,0,0,0,0
Burger King,Diet Coke (38 fl oz),Drink,0,0,0,0,0,160,0,0,0,0
Burger King,Sprite (16 fl oz),Drink,210,0,0,0,0,95,56,0,56,0
Burger King,Sprite (20 fl oz),Drink,260,0,0,0,0,120,70,0,70,0
Burger King,Sprite (29 fl oz),Drink,380,0,0,0,0,170,102,0,102,0
Burger King,Sprite (38 fl oz),Drink,500,0,0,0,0,230,133,0,133,0
Burger King,Dr. Pepper (16 fl oz),Drink,190,0,0,0,0,60,52,0,51,0
Burger King,Dr. Pepper (20 fl oz),Drink,240,0,0,0,0,75,65,0,64,0
Burger King,Dr. Pepper (29 fl oz),Drink,350,0,0,0,0,105,94,0,93,0
Burger King,Dr. Pepper (38 fl oz),Drink,450,0,0,0,0,140,124,0,121,0
Burger King,Barq’s Root Beer (16 fl oz),Drink,240,0,0,0,0,100,65,0,65,0
Burger King,Barq’s Root Beer (20 fl oz),Drink,300,0,0,0,0,120,81,0,81,0
Burger King,Barq’s Root Beer (29 fl oz),Drink,350,0,0,0,0,180,118,0,118,0
Burger King,Barq’s Root Beer (38 fl oz),Drink,450,0,0,0,0,230,155,0,155,0
Burger King,Cherry Coke (16 fl oz),Drink,220,0,0,0,0,55,61,0,61,0
Burger King,Cherry Coke (20 fl oz),Drink,280,0,0,0,0,70,76,0,76,0
Burger King,Cherry Coke (29 fl oz),Drink,410,0,0,0,0,100,110,0,110,0
Burger King,Cherry Coke (38 fl oz),Drink,450,0,0,0,0,130,145,0,145,0
Burger King,Fanta Orange (16 fl oz),Drink,230,0,0,0,0,60,62,0,61,0
Burger King,Fanta Orange (20 fl oz),Drink,280,0,0,0,0,70,78,0,77,0
Burger King,Fanta Orange (29 fl oz),Drink,410,0,0,0,0,105,113,0,111,0
Burger King,Fanta Orange (38 fl oz),Drink,530,0,0,0,0,135,148,0,146,0
Burger King,Hi-C Fruit Punch (16 fl oz),Drink,220,0,0,0,0,75,62,0,60,0
Burger King,Hi-C Fruit Punch (20 fl oz),Drink,280,0,0,0,0,95,77,0,75,0
Burger King,Hi-C Fruit Punch (29 fl oz),Drink,410,0,0,0,0,135,111,0,109,0
Burger King,Hi-C Fruit Punch (38 fl oz),Drink,450,0,0,0,0,180,146,0,143,0
Burger King,MINUTE MAID Light Lemonade (16 fl oz),Drink,10,0,0,0,0,60,3,0,0,0
Burger King,MINUTE MAID Light Lemonade (20 fl oz),Drink,10,0,0,0,0,70,4,0,0,0
Burger King,MINUTE MAID Light Lemonade (29 fl oz),Drink,15,0,0,0,0,105,5,0,0,0
Burger King,MINUTE MAID Light Lemonade (38 fl oz),Drink,20,0,0,0,0,135,7,0,0,0
Burger King,Sweet Tea (20 fl oz),Drink,120,0,0,0,0,0,35,0,35,0
Burger King,Sweet Tea (29 fl oz),Drink,160,0,0,0,0,0,49,0,49,0
Burger King,Sweet Tea (40 fl oz),Drink,240,0,0,0,0,0,71,0,71,0
Burger King,Unsweetened Tea (20 fl oz),Drink,0,0,0,0,0,0,0,0,0,0
Burger King,Unsweetened Tea (29 fl oz),Drink,0,0,0,0,0,0,0,0,0,0
Burger King,Unsweetened Tea (40 fl oz),Drink,0,0,0,0,0,0,0,0,0,0
Burger King,Capri Sun 100% Apple Juice,Drink,80,0,0,0,0,25,20,0,20,0
Burger King,Minute Maid Orange Juice,Drink,140,0,0,0,0,20,33,0,30,2
Burger King,Frozen Coke – 16 oz,Drink,130,0,0,0,0,50,35,0,35,0
Burger King,BK Café Coffee (12 fl oz),Drink,0,0,0,0,0,0,0,0,0,0
Burger King,BK Café Coffee (16 fl oz),Drink,0,0,0,0,0,0,0,0,0,0
Burger King,BK Café Coffee (20 fl oz),Drink,0,0,0,0,0,0,0,0,0,0
Burger King,BK Café Decaf Coffee (12 fl oz),Drink,0,0,0,0,0,0,0,0,0,0
Burger King,BK Café Decaf Coffee (16 fl oz),Drink,0,0,0,0,0,0,0,0,0,0
Burger King,BK Café Decaf Coffee (20 fl oz),Drink,0,0,0,0,0,0,0,0,0,0
Burger King,BK Café Iced Vanilla Coffee (12 fl oz),Drink,150,8,4,0,25,30,21,0,21,1
Burger King,BK Café Iced Vanilla Coffee (16 fl oz),Drink,200,10,5,0,30,40,27,0,27,2
Burger King,BK Café Iced Vanilla Coffee (20 fl oz),Drink,260,13,7,0,40,50,34,0,34,2
Burger King,BK Café Iced Mocha Coffee (12 fl oz),Drink,180,8,4,0,25,40,27,1,25,2
Burger King,BK Café Iced Mocha Coffee (16 fl oz),Drink,240,10,6,0,30,55,35,1,32,2
Burger King,BK Café Iced Mocha Coffee (20 fl oz),Drink,300,13,7,0,40,70,45,2,41,3
Burger King,BK Café Mocha Frappe (12 fl oz),Drink,300,8,5,0,30,200,50,1,41,7
Burger King,BK Café Mocha Frappe (16 fl oz),Drink,400,10,7,0,40,270,68,1,58,9
Burger King,BK Café Mocha Frappe (20 fl oz),Drink,510,13,8,0,50,350,87,1,71,12
Burger King,BK Café Caramel Frappe (12 fl oz),Drink,300,8,5,0,35,210,50,0,41,7
Burger King,BK Café Caramel Frappe (16 fl oz),Drink,400,10,7,0,40,280,68,0,56,9
Burger King,BK Café Caramel Frappe (20 fl oz),Drink,500,12,8,0,50,350,86,0,71,11
Wendy’s,Baconator,Sandwich,950,62,24,3,205,1630,40,2,8,59
Wendy’s,Dave’s Double,Sandwich,810,51,20,3,175,1280,41,3,8,49
Wendy’s,Dave’s Single,Sandwich,570,34,13,1.5,100,1110,40,3,9,30
Wendy’s,Dave’s Triple,Sandwich,1090,72,30,4,260,1650,43,3,9,71
Wendy’s,Double Stack,Sandwich,390,21,9,1.5,90,740,26,1,6,25
Wendy’s,Jr. Bacon Cheeseburger,Sandwich,380,22,8,1,65,680,25,1,5,19
Wendy’s,Jr. Cheeseburger,Sandwich,280,13,6,1,50,660,26,1,6,16
Wendy’s,Jr. Cheeseburger Deluxe,Sandwich,340,19,7,1,55,660,27,2,7,16
Wendy’s,Son of Baconator,Sandwich,630,39,15,1.5,125,1280,37,2,7,34
Wendy’s,3 Piece Chicken Tenders,Extra,330,16,2.5,0,75,1010,22,0,0,24
Wendy’s,4 Piece Chicken Nuggets,Extra,170,11,2,0,35,340,10,0,0,9
Wendy’s,4 Piece Chicken Tenders,Extra,430,21,3.5,0,100,1350,29,0,1,32
Wendy’s,6 Piece Chicken Nuggets,Extra,250,16,3.5,0,50,510,14,1,0,13
Wendy’s,6 Piece Chicken Tenders,Extra,650,32,5,0,150,2020,43,0,1,48
Wendy’s,10 Piece Chicken Nuggets,Extra,420,27,5,0,80,850,24,1,0,22
Wendy’s,Crispy Chicken BLT,Sandwich,420,23,6,0,50,950,35,2,5,20
Wendy’s,Crispy Chicken Sandwich,Sandwich,330,16,3,0,30,600,33,2,4,14
Wendy’s,Grilled Asiago Ranch Club,Sandwich,530,23,7,0,120,1220,36,3,6,43
Wendy’s,Grilled Chicken Sandwich,Sandwich,370,10,2,0,90,830,38,3,8,34
Wendy’s,Grilled Chicken Wrap,Wrap,270,10,3.5,0,55,640,24,2,3,20
Wendy’s,Homestyle Asiago Ranch Chicken Club,Sandwich,660,34,9,0,100,1650,52,3,7,38
Wendy’s,Homestyle Chicken Sandwich,Sandwich,510,22,4,0,70,1150,51,3,6,28
Wendy’s,S’Awesome Sauce,Sauces,120,12,2,0,0,170,4,1,3,1
Wendy’s,Spicy Asiago Ranch Club,Sandwich,670,32,9,0,100,1530,55,4,6,38
Wendy’s,Spicy Chicken Sandwich,Sandwich,510,20,3.5,0,65,1030,54,4,6,29
Wendy’s,Spicy Chicken Wrap,Wrap,370,20,5,0,50,850,30,2,2,18
Wendy’s,"Apple Pecan Chicken Salad, Full Size",Salad,560,24,7,0,115,1020,52,7,40,38
Wendy’s,"Apple Pecan Chicken Salad, Half Size",Salad,340,17,4,0,55,550,29,4,22,20
Wendy’s,"Berry Burst Chicken Salad, Full Size",Salad,460,17,4.5,0,105,1090,41,7,29,41
Wendy’s,"Berry Burst Chicken Salad, Half Size",Salad,290,13,2.5,0,50,570,23,5,15,23
Wendy’s,Caesar Side Salad,Salad,240,15,4,0,30,500,19,3,4,8
Wendy’s,Garden Side Salad,Salad,250,18,4,0,20,460,18,2,4,7
Wendy’s,"Southwest Avocado Chicken Salad, Full Size",Salad,600,41,11,0,135,1220,18,7,7,42
Wendy’s,"Southwest Avocado Chicken Salad, Half Size",Salad,300,20,6,0,70,620,10,4,4,21
Wendy’s,"Spicy Caesar Chicken Salad, Full Size",Salad,720,42,12,1,150,1680,44,8,6,42
Wendy’s,"Spicy Caesar Chicken Salad, Half Size",Salad,410,23,6,0.5,75,930,30,5,4,23
Wendy’s,"Taco Salad, Full Size",Salad,660,32,13,1,85,1820,63,10,18,32
Wendy’s,"Taco Salad, Half Size",Salad,470,23,8,0.5,45,1320,49,7,12,19
Wendy’s,Apple Bites,Extra,35,0,0,0,0,0,9,2,7,0
Wendy’s,Baconator Fries,Extra,490,28,9,0,35,550,45,4,2,14
Wendy’s,Bacon Cheese Baked Potato,Extra,440,14,6,0,35,550,64,7,4,17
Wendy’s,Cheese Baked Potato,Extra,430,13,7,0,30,560,65,7,5,14
Wendy’s,Chili & Cheese Baked Potato,Extra,460,11,5,0,35,710,71,8,7,19
Wendy’s,"Chili, Large",Extra,250,7,3,0.5,50,1170,23,5,9,23
Wendy’s,"Chili, Small",Extra,170,5,2,0,35,780,16,4,6,15
Wendy’s,Chili Cheese Fries,Extra,500,25,8,0.5,35,710,53,6,4,16
Wendy’s,"Natural-Cut Fries, Junior",Extra,230,10,2,0,0,15,30,3,0,3
Wendy’s,"Natural-Cut Fries, Large",Extra,530,24,4.5,0,0,520,70,6,0,7
Wendy’s,"Natural-Cut Fries, Medium",Extra,420,19,3.5,0,0,420,56,5,0,6
Wendy’s,"Natural-Cut Fries, Small",Extra,320,15,2.5,0,0,320,43,4,0,5
Wendy’s,Plain Baked Potato,Extra,270,0,0,0,0,25,61,7,3,7
Wendy’s,Sour Cream and Chive Baked Potato,Extra,310,2.5,2.5,0,10,35,63,7,4,8
Wendy’s,Summer Berry Burst Fruit Cup,Extra,20,0,0,0,0,0,5,1,3,0
Wendy’s,1% Chocolate Milk,Drink,150,2.5,1.5,0,10,170,26,0,23,7
Wendy’s,1% White Milk,Drink,90,2,1.5,0,10,105,10,0,10,7
Wendy’s,"All-Natural Lemonade, Large",Drink,380,0,0,0,0,0,100,0,93,0
Wendy’s,"All-Natural Lemonade, Medium",Drink,330,0,0,0,0,0,86,0,81,0
Wendy’s,"All-Natural Lemonade, Small",Drink,190,0,0,0,0,0,50,0,47,0
Wendy’s,"Apple Kiwi Fruit Tea, Large",Drink,330,0,0,0,0,60,83,0,80,0
Wendy’s,"Apple Kiwi Fruit Tea, Medium",Drink,300,0,0,0,0,50,76,0,73,0
Wendy’s,"Apple Kiwi Fruit Tea, Small",Drink,170,0,0,0,0,30,44,0,42,0
Wendy’s,"Barq’s Root Beer, Large",Drink,450,0,0,0,0,180,122,0,122,0
Wendy’s,"Barq’s Root Beer, Medium",Drink,360,0,0,0,0,150,98,0,98,0
Wendy’s,"Barq’s Root Beer, Small",Drink,220,0,0,0,0,90,61,0,61,0
Wendy’s,"Brewed Unsweetened Iced Tea, Large",Drink,5,0,0,0,0,25,2,0,0,0
Wendy’s,"Brewed Unsweetened Iced Tea, Medium",Drink,0,0,0,0,0,15,1,0,0,0
Wendy’s,"Brewed Unsweetened Iced Tea, Small",Drink,0,0,0,0,0,10,1,0,0,0
Wendy’s,"Caramel Iced Coffee, Medium",Drink,240,8,5,0,25,45,40,0,36,3
